MyUnknownColumn,CHANNEL_DIM_SKEY,FOLIO_DIM_SKEY,KARVY_REF_NO,FOLIO_ID,SCHEME_CODE,SCHEME_PLAN,TRXN_PIN_CODE,TRXN_CAT,TRXN_TYPE,TXN_SUB_TYPE,INSTRUMENT_TYPE,INSTRUMENT_BANK,LOAD_PERCENTAGE,TRXN_DATE,TXN_PROCESSING_DATE,TRXN_BATCH_CLOSE_DATE,TRXN_STATUS,NO_OF_UNITS,PRICE_PER_UNIT,APPLICABLE_NAV_DATE,APPLICABLE_NAV,APPLICABLE_POP,GROSS_AMOUNT,REMARKS,RECORD_VALID_FLAG,INVESTOR_LOCATION,PIN_CODE_DIM_SKEY,ONLINE_OFFLINE_FLAG,INVESTOR_TYPE,TRXN_PROCESS_FLAG,TRXN_CLASSIFICATION,MF_SALES_TRXN_FACT_SKEY,CHANNEL_ID,RIA_CODE,is_excluded,is_reversal
12130,4090292,15164730,144308457,91026464751,EF,DG,0,P,LTOPR,,,,0,2022-03-29,2022-04-02,2022-04-04,Y0Y0000000,1092.73999,0,2022-03-29 0:00:00,49.45000076,49.45000076,54036.10156,Switch IN date to modify,Y,813128,16921196,ONLINE,Retail,0,LUMP SUM,309134837,000000-0,,0,1
12131,4090292,15164730,144308457,91026464751,EF,DG,0,R,LTOP,,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,1092.73999,0,2022-03-29 0:00:00,49.45000076,49.45000076,54036.10156,,Y,813128,16881616,ONLINE,Retail,0,LUMP SUM,309053299,000000-0,,0,1
12132,4242585,16941336,15456745,91026727933,TS,GP,0,R,SINR,,KD,,0,2022-01-05,2022-03-28,2022-03-28,0,13.15999985,0,2022-01-06 0:00:00,75.98259735,75.98259735,999.9500122,Amount debited Post SIP cancellation,Y,490006,16772165,OFFLINE,Retail,0,SIP,307852294,ARN-0155,,0,1
12133,4242585,16941336,15456745,91026727933,TS,GP,0,R,SINR,,KD,,0,2022-02-07,2022-03-28,2022-03-28,0,14.37199974,0,2022-02-07 0:00:00,69.57849884,69.57849884,999.9500122,Amount debited Post SIP cancellation,Y,490006,16772165,OFFLINE,Retail,0,SIP,307852292,ARN-0155,,0,1
12134,4242585,16941336,15456745,91026727933,TS,GP,0,R,SINR,,KD,,0,2022-03-07,2022-03-28,2022-03-28,0,15.78100014,0,2022-03-07 0:00:00,63.3647995,63.3647995,999.9500122,Amount debited Post SIP cancellation,Y,490006,16772165,OFFLINE,Retail,0,SIP,307852291,ARN-0155,,0,1
12135,4242585,16941336,15456745,91026727933,TS,GP,0,P,SIN,,CQ,STATE BANK OF INDIA,0,2022-02-07,2022-02-08,2022-02-08,0,14.37199974,0,2022-02-07 0:00:00,69.57849884,69.57849884,999.9500122,,Y,490006,16772165,OFFLINE,Retail,0,SIP,307872078,ARN-0155,,0,1
12136,4242585,16941336,15456745,91026727933,TS,GP,0,P,SIN,,CQ,STATE BANK OF INDIA,0,2022-03-07,2022-03-08,2022-03-08,0,15.78100014,0,2022-03-07 0:00:00,63.3647995,63.3647995,999.9500122,,Y,490006,16772165,OFFLINE,Retail,0,SIP,307817026,ARN-0155,,0,1
12137,4242585,16941336,15456745,91026727933,TS,GP,0,P,SIN,,CQ,STATE BANK OF INDIA,0,2022-01-05,2022-01-07,2022-01-07,0,13.15999985,0,2022-01-06 0:00:00,75.98259735,75.98259735,999.9500122,,Y,490006,16772165,OFFLINE,Retail,0,SIP,307872307,ARN-0155,,0,1
12138,4242585,12221726,15835157,91027245413,MC,GP,0,R,SINR,NORMAL SIP,HD,,0,2022-03-10,2022-03-17,2022-03-17,0,23.37400055,0,2022-03-10 0:00:00,64.16999817,64.16999817,1499.930054,wrong amount,Y,831009,16565342,OFFLINE,Retail,0,SIP,305567636,ARN-0155,,0,1
12139,4242585,12221726,15835157,91027245413,MC,GP,0,P,SIN,NORMAL SIP,CQ,HDFC BANK LTD,0,2022-03-10,2022-03-14,2022-03-14,0,23.37400055,0,2022-03-10 0:00:00,64.16999817,64.16999817,1499.930054,,Y,831009,16565342,OFFLINE,Retail,0,SIP,305560078,ARN-0155,,0,1
12140,4090292,16705091,142336195,91027266051,TS,DG,0,P,LTOPR,,,,0,2022-03-16,2022-03-17,2022-03-17,Y0Y0000000,5800.060059,0,2022-03-16 0:00:00,74.35800171,74.35800171,431281,As per investor request & AMC mail - 17.03.2022,Y,500027,16554778,ONLINE,Retail,0,LUMP SUM,305591758,000000-0,,0,1
12141,4090292,16705091,142336195,91027266051,TS,DG,0,R,LTOP,,,,0,2022-03-16,2022-03-17,2022-03-17,Y0Y0000000,5800.060059,0,2022-03-16 0:00:00,74.35800171,74.35800171,431281,,Y,500027,16554778,ONLINE,Retail,0,LUMP SUM,305590538,000000-0,,0,1
12142,4236371,15040510,142694279,91027268166,IO,GP,0,P,REDR,,,,0,2022-03-21,2022-03-30,2022-03-30,Y0Y0000000,677,0,2022-03-21 0:00:00,17.17700005,17.17700005,11628.7998,Unable To Clear Qc,Y,400001,16809204,OFFLINE,Institutional,0,LUMP SUM,308622227,ARN-0019,,0,1
12143,4236371,15040510,142694279,91027268166,IO,GP,0,P,REDR,,,,0,2022-03-21,2022-03-29,2022-03-29,Y0Y0000000,677,0,2022-03-21 0:00:00,17.17700005,17.17700005,11628.7998,Invocation issue,Y,400001,16789414,OFFLINE,Institutional,0,LUMP SUM,308180080,ARN-0019,,0,1
12144,4236371,15040510,142694279,91027268166,IO,GP,0,R,RED,,,,0,2022-03-21,2022-03-22,2022-03-23,Y0Y0000000,677,0,2022-03-21 0:00:00,17.17700005,17.17700005,11628.7998,Lein Units: 54640.000,Y,400001,16789414,OFFLINE,Institutional,0,LUMP SUM,308171108,ARN-0019,,0,1
12145,4199723,17165166,16016983,91027485853,TS,GP,0,R,SINR,NORMAL SIP,EC,,0,2022-02-21,2022-03-17,2022-03-21,0,44.04299927,0,2022-02-21 0:00:00,68.11260223,68.11260223,2999.850098,TRANSACTION DATE SHOULD BE LESS THAN MANDATE-END-D,Y,201318,16627035,OFFLINE,Retail,0,SIP,306101954,ARN-79033,,0,1
12146,4199723,17165166,16016983,91027485853,TS,GP,0,P,SIN,NORMAL SIP,CQ,state bank of india,0,2022-02-21,2022-02-22,2022-02-22,0,44.04299927,0,2022-02-21 0:00:00,68.11260223,68.11260223,2999.850098,,Y,201318,16547875,OFFLINE,Retail,0,SIP,305736447,ARN-79033,,0,1
12147,4180662,65319268,144079344,91027934563,TS,GP,0,P,LTOPR,,,,0,2022-03-29,2022-04-02,2022-04-04,Y0Y0000000,47.8030014,0,2022-03-29 0:00:00,67.80509949,67.80509949,3241.290039,Switch IN date to modify,Y,400705,16908288,ONLINE,Retail,0,LUMP SUM,309105388,ARN-69583,,0,1
12148,4180662,65160504,144079344,91027934563,TS,GP,0,R,LTOP,,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,47.8030014,0,2022-03-29 0:00:00,67.80509949,67.80509949,3241.290039,,Y,400705,16868708,ONLINE,Retail,0,LUMP SUM,309037131,ARN-69583,,0,1
12149,4090292,13106514,16324395,91027967304,TS,DG,0,R,SINR,NORMAL SIP,EC,,0,2022-03-07,2022-03-30,2022-03-30,0,14.33899975,0,2022-03-07 0:00:00,69.7358017,69.7358017,999.9500122,CREDIT NOT RECEIVED,Y,400067,16809270,OFFLINE,Retail,0,SIP,308616724,000000-0,,0,1
12150,4090292,13106514,16324395,91027967304,TS,DG,0,P,SIN,NORMAL SIP,CQ,STATE BANK OF INDIA,0,2022-03-07,2022-03-08,2022-03-08,0,14.33899975,0,2022-03-07 0:00:00,69.7358017,69.7358017,999.9500122,,Y,400067,16809270,OFFLINE,Retail,0,SIP,308620447,000000-0,,0,1
12151,4242585,16768891,77159246,91028126234,TS,GP,0,R,SINR,NOR,CQ,,0,2020-12-01,2020-12-02,2020-12-02,00Y0000000,35.98500061,0,2020-12-01 0:00:00,55.5766983,55.5766983,1999.900024,Credit not received,Y,441614,16870072,ONLINE,Retail,0,SIP,309046548,ARN-0155,,0,1
12152,4242585,16768891,80204178,91028126234,TS,GP,0,R,SINR,NOR,CQ,,0,2020-12-28,2020-12-29,2020-12-29,00Y0000000,34.06999969,0,2020-12-28 0:00:00,58.69979858,58.69979858,1999.900024,Credit not received,Y,441614,16870072,ONLINE,Retail,0,SIP,309046278,ARN-0155,,0,1
12153,4242585,16768891,77159246,91028126234,TS,GP,0,P,SIN,NOR,CQ,HDFC BANK,0,2020-12-01,2020-12-02,2020-12-02,00Y0000000,35.98500061,0,2020-12-01 0:00:00,55.5766983,55.5766983,1999.900024,New Purchase with SIP,Y,441614,16870072,ONLINE,Retail,0,SIP,309045560,ARN-0155,,0,1
12154,4242585,16768891,80204178,91028126234,TS,GP,0,P,SIN,NOR,CQ,HDFC BANK,0,2020-12-28,2020-12-29,2020-12-29,00Y0000000,34.06999969,0,2020-12-28 0:00:00,58.69979858,58.69979858,1999.900024,,Y,441614,16870072,ONLINE,Retail,0,SIP,309046277,ARN-0155,,0,1
12155,4236371,12507665,142491030,91028614815,TS,GP,0,P,REDR,,,,0,2022-03-16,2022-03-25,2022-03-25,Y0Y0000000,505,0,2022-03-16 0:00:00,67.55069733,67.55069733,34113.10156,Unable To Clear Qc,Y,400051,16710304,ONLINE,Retail,0,LUMP SUM,307459791,ARN-0019,,0,1
12156,4236371,12507665,142491030,91028614815,TS,GP,0,R,RED,,,,0,2022-03-16,2022-03-17,2022-03-17,Y0Y0000000,505,0,2022-03-16 0:00:00,67.55069733,67.55069733,34113.10156,,Y,400051,16710304,ONLINE,Retail,0,LUMP SUM,307469149,ARN-0019,,0,1
12157,4236371,12160306,143483957,91030047642,AF,GP,0,P,FULR,,,,0,2022-03-23,2022-03-24,2022-03-24,Y0Y0000000,3763.659912,0,2022-03-23 0:00:00,42.86999893,42.77999878,161024,Units / Amount Wrongly Processed,Y,741101,16701096,OFFLINE,Retail,0,LUMP SUM,307207691,ARN-0019,,0,1
12158,4236371,12160306,143483957,91030047642,AF,GP,0,R,FUL,,,,0,2022-03-23,2022-03-24,2022-03-24,Y0Y0000000,3763.659912,0,2022-03-23 0:00:00,42.86999893,42.77999878,161024,,Y,741101,16701096,OFFLINE,Retail,0,LUMP SUM,307207690,ARN-0019,,0,1
12159,4090292,48881973,141751604,91030815306,TA,DG,0,P,LTOPR,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,2.801000118,0,2022-03-11 0:00:00,2578.48999,2578.48999,7222,To scheme plan option wrongly processed,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269878,000000-0,,0,1
12160,4090292,48881973,141750951,91030815306,TA,DG,0,P,LTOPR,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,1.93900001,0,2022-03-11 0:00:00,2578.48999,2578.48999,5000,To scheme plan option wrongly processed,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269875,000000-0,,0,1
12161,4090292,48881973,141750893,91030815306,TA,DG,0,P,LTOPR,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,1.93900001,0,2022-03-11 0:00:00,2578.48999,2578.48999,5000,To scheme plan option wrongly processed,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269884,000000-0,,0,1
12162,4090292,48881973,141750893,91030815306,TA,DG,0,R,LTOP,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,1.93900001,0,2022-03-11 0:00:00,2578.48999,2578.48999,5000,,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269883,000000-0,,0,1
12163,4090292,48881973,141750951,91030815306,TA,DG,0,R,LTOP,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,1.93900001,0,2022-03-11 0:00:00,2578.48999,2578.48999,5000,,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269874,000000-0,,0,1
12164,4090292,48881973,141751604,91030815306,TA,DG,0,R,LTOP,,,,0,2022-03-11,2022-03-12,2022-03-14,Y000000000,2.801000118,0,2022-03-11 0:00:00,2578.48999,2578.48999,7222,,Y,143001,16487388,OFFLINE,Retail,0,LUMP SUM,304269876,000000-0,,0,1
12165,4242585,65316714,144324179,91036862913,OG,GP,0,P,LTOPR,NOR,,,0,2022-03-29,2022-04-03,2022-04-04,Y0Y0000000,3687.320068,0,2022-03-29 0:00:00,20.36000061,20.34000015,75008.70313,Switch IN date to modify,Y,400086,16908249,ONLINE,Retail,0,LUMP SUM,309170153,ARN-0155,,0,1
12166,4242585,65316714,144324178,91036862913,OG,GP,0,P,LTOPR,NOR,,,0,2022-03-29,2022-04-03,2022-04-04,Y0Y0000000,3687.320068,0,2022-03-29 0:00:00,20.36000061,20.36000061,75073.79688,Switch IN date to modify,Y,400086,16908249,ONLINE,Retail,0,LUMP SUM,309170156,ARN-0155,,0,1
12167,4242585,65229839,144324178,91036862913,OG,GP,0,R,LTOP,NOR,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,3687.320068,0,2022-03-29 0:00:00,20.36000061,20.36000061,75073.79688,Successfully uploade,Y,400086,16888459,ONLINE,Retail,0,LUMP SUM,309082794,ARN-0155,,0,1
12168,4242585,65229839,144324179,91036862913,OG,GP,0,R,LTOP,NOR,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,3687.320068,0,2022-03-29 0:00:00,20.36000061,20.34000015,75008.70313,Successfully uploade,Y,400086,16888459,ONLINE,Retail,0,LUMP SUM,309082795,ARN-0155,,0,1
12169,4236371,13096527,142995606,91037414844,EF,GP,0,P,FULR,,,,0,2022-03-21,2022-03-22,2022-03-22,Y000000000,4753.72998,0,2022-03-21 0:00:00,44.06999969,43.95999908,208952,SIGNATURE MISMATCH,Y,135001,16645527,OFFLINE,Retail,0,LUMP SUM,306367968,ARN-0019,,0,1
12170,4236371,13096527,142995606,91037414844,EF,GP,0,R,FUL,,,,0,2022-03-21,2022-03-22,2022-03-22,Y000000000,4753.72998,0,2022-03-21 0:00:00,44.06999969,43.95999908,208952,,Y,135001,16645527,OFFLINE,Retail,0,LUMP SUM,306367965,ARN-0019,,0,1
12171,4195160,53272500,56301871,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-04-15,2020-04-22,2020-04-22,0,25.33799934,0,2020-04-15 0:00:00,39.46680069,39.46680069,1000,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305413885,ARN-9992,,0,1
12172,4195160,53272500,58729899,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-05-15,2020-05-19,2020-05-20,0,25.07500076,0,2020-05-15 0:00:00,39.8810997,39.8810997,1000,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305398208,ARN-9992,,0,1
12173,4195160,53272500,61168748,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-06-15,2020-06-22,2020-06-23,0,23.87700081,0,2020-06-15 0:00:00,41.88059998,41.88059998,1000,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305388768,ARN-9992,,0,1
12174,4195160,53272500,64566941,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-07-15,2020-07-18,2020-07-20,0,22.91500092,0,2020-07-15 0:00:00,43.63779831,43.63779831,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305389000,ARN-9992,,0,1
12175,4195160,53272500,67181869,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-08-17,2020-08-25,2020-08-25,0,21.68600082,0,2020-08-17 0:00:00,46.10960007,46.10960007,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305389001,ARN-9992,,0,1
12176,4195160,53272500,70141665,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-09-15,2020-09-22,2020-09-22,0,21.20800018,0,2020-09-15 0:00:00,47.14889908,47.14889908,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305388509,ARN-9992,,0,1
12177,4195160,53272500,72954691,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-10-15,2020-10-20,2020-10-20,0,21.30699921,0,2020-10-15 0:00:00,46.93059921,46.93059921,999.9500122,CUSTOMER TO REFER TO THE BRANC,Y,380005,16531418,ONLINE,Retail,0,SIP,305413887,ARN-9992,,0,1
12178,4195160,53272500,75931296,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-11-17,2020-11-20,2020-11-20,0,18.69300079,0,2020-11-17 0:00:00,53.49459839,53.49459839,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305413888,ARN-9992,,0,1
12179,4195160,53272500,79119483,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2020-12-15,2020-12-18,2020-12-18,0,17.39100075,0,2020-12-15 0:00:00,57.4980011,57.4980011,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305398207,ARN-9992,,0,1
12180,4195160,53272500,82752965,91037488182,TS,GP,0,R,SINR,LPS,CQ,,0,2021-01-15,2021-01-20,2021-01-20,0,16.71999931,0,2021-01-15 0:00:00,59.80419922,59.80419922,999.9500122,BALANCE INSUFFICIENT,Y,380005,16531418,ONLINE,Retail,0,SIP,305413883,ARN-9992,,0,1
12181,4195160,53272500,82752965,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2021-01-15,2021-01-16,2021-01-18,0,16.71999931,0,2021-01-15 0:00:00,59.80419922,59.80419922,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305398206,ARN-9992,,0,1
12182,4195160,53272500,75931296,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-11-17,2020-11-18,2020-11-18,0,18.69300079,0,2020-11-17 0:00:00,53.49459839,53.49459839,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305398199,ARN-9992,,0,1
12183,4195160,53272500,64566941,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-07-15,2020-07-16,2020-07-16,0,22.91500092,0,2020-07-15 0:00:00,43.63779831,43.63779831,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305398196,ARN-9992,,0,1
12184,4195160,53272500,56301871,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-04-15,2020-04-16,2020-04-16,0,25.33799934,0,2020-04-15 0:00:00,39.46680069,39.46680069,1000,,Y,380005,16531418,ONLINE,Retail,0,SIP,305388293,ARN-9992,,0,1
12185,4195160,53272500,72954691,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-10-15,2020-10-16,2020-10-16,0,21.30699921,0,2020-10-15 0:00:00,46.93059921,46.93059921,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305398203,ARN-9992,,0,1
12186,4195160,53272500,61168748,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-06-15,2020-06-16,2020-06-16,0,23.87700081,0,2020-06-15 0:00:00,41.88059998,41.88059998,1000,,Y,380005,16531418,ONLINE,Retail,0,SIP,305413882,ARN-9992,,0,1
12187,4195160,53272500,70141665,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-09-15,2020-09-16,2020-09-16,0,21.20800018,0,2020-09-15 0:00:00,47.14889908,47.14889908,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305388506,ARN-9992,,0,1
12188,4195160,53272500,67181869,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-08-17,2020-08-18,2020-08-18,0,21.68600082,0,2020-08-17 0:00:00,46.10960007,46.10960007,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305398195,ARN-9992,,0,1
12189,4195160,53272500,79119483,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-12-15,2020-12-16,2020-12-16,0,17.39100075,0,2020-12-15 0:00:00,57.4980011,57.4980011,999.9500122,,Y,380005,16531418,ONLINE,Retail,0,SIP,305388292,ARN-9992,,0,1
12190,4195160,53272500,58729899,91037488182,TS,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2020-05-15,2020-05-16,2020-05-18,0,25.07500076,0,2020-05-15 0:00:00,39.8810997,39.8810997,1000,,Y,380005,16531418,ONLINE,Retail,0,SIP,305416072,ARN-9992,,0,1
12191,4242216,63050393,80162693,91038624656,MC,GP,0,R,SINR,,MF,,0,2020-12-28,2021-01-02,2021-01-04,00Y0000000,60.48099899,0,2020-12-28 0:00:00,49.59999847,49.59999847,2999.850098,Stampduty not deducted,Y,143001,16784238,ONLINE,Retail,0,SIP,308199104,ARN-218986,,0,1
12192,4242216,63050393,80162693,91038624656,MC,GP,0,P,SIN,,CQ,AXIS BANK,0,2020-12-28,2020-12-29,2020-12-29,00Y0000000,60.48099899,0,2020-12-28 0:00:00,49.59999847,49.59999847,2999.850098,Existing Folio with SIP,Y,143001,16784238,ONLINE,Retail,0,SIP,308198612,ARN-218986,,0,1
12193,4090292,64007380,132985937,91040398954,TS,DG,0,P,STPOR,,,,0,2022-03-29,2022-04-04,2022-04-04,Y0Y0000000,26.78700066,0,2022-03-29 0:00:00,74.66490173,74.66490173,2000.02002,Switch in date to modify,Y,395010,16908077,ONLINE,Retail,0,LUMP SUM,309213379,000000-0,,0,1
12194,4090292,64007380,132985937,91040398954,TS,DG,0,R,STPO,,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,26.78700066,0,2022-03-29 0:00:00,74.66490173,74.66490173,2000.02002,,Y,395010,16908077,ONLINE,Retail,0,LUMP SUM,309208115,000000-0,,0,1
12195,4208687,16704216,144393715,91040970875,SC,GP,0,P,FULR,,,,0,2022-03-30,2022-03-31,2022-04-01,Y000000000,392.848999,0,2022-03-30 0:00:00,61.38999939,61.06999969,23992.30078,SIGNATURE MISMATCH,Y,440001,16850198,OFFLINE,Retail,0,LUMP SUM,308940118,ARN-47982,,0,1
12196,4208687,16704216,144393715,91040970875,SC,GP,0,R,FUL,,,,0,2022-03-30,2022-03-31,2022-03-31,Y000000000,392.848999,0,2022-03-30 0:00:00,61.38999939,61.06999969,23992.30078,,Y,440001,16830408,OFFLINE,Retail,0,LUMP SUM,308791755,ARN-47982,,0,1
12197,4236371,12945522,143547152,91041078026,AF,GP,0,P,REDR,,,,0,2022-03-24,2022-03-25,2022-03-25,Y0Y0000000,773.7269897,0,2022-03-24 0:00:00,42.54999924,42.15999985,32622.69922,As Per Investor Request,Y,143117,16705103,ONLINE,Retail,0,LUMP SUM,307358323,ARN-0019,,0,1
12198,4236371,12945522,143547152,91041078026,AF,GP,0,R,RED,,,,0,2022-03-24,2022-03-25,2022-03-25,Y0Y0000000,773.7269897,0,2022-03-24 0:00:00,42.54999924,42.15999985,32622.69922,,Y,143117,16705103,ONLINE,Retail,0,LUMP SUM,307358325,ARN-0019,,0,1
12199,4090292,21486357,143848543,91041577872,ON,DG,0,P,REDR,,,,0,2022-03-27,2022-03-28,2022-03-28,Y0Y0000000,0.08900000155,0,2022-03-27 0:00:00,1123.430054,1123.430054,100,Unable to clear qc,Y,400022,16769645,OFFLINE,Retail,0,LUMP SUM,307855480,000000-0,,0,1
12200,4090292,21486357,143848543,91041577872,ON,DG,0,R,RED,,,,0,2022-03-27,2022-03-26,2022-03-28,Y0Y0000000,0.08900000155,0,2022-03-27 0:00:00,1123.430054,1123.430054,100,,Y,400022,16769645,OFFLINE,Retail,0,LUMP SUM,307854751,000000-0,,0,1
12201,4210701,44698909,108139239,91041898355,CG,GL,0,R,SINR,,CQ,,0,2021-08-11,2022-03-16,2022-03-16,Y0Y0000000,52.68899918,0,2021-08-11 0:00:00,18.97820091,18.97820091,999.9500122,Change/Correction of Broker Code,Y,422001,16533191,ONLINE,Retail,0,SIP,305302880,ARN-97272,,0,1
12202,4210701,44698909,108139239,91041898355,CG,GL,0,P,SIN,,CQ,HDFC BANK LTD,0,2021-08-11,2021-08-12,2021-08-12,Y0Y0000000,52.68899918,0,2021-08-11 0:00:00,18.97820091,18.97820091,999.9500122,Existing Folio with SIP,Y,422001,16533191,ONLINE,Retail,0,SIP,305302383,ARN-97272,,0,1
12203,4228582,16365236,63342139,91042351023,TS,GP,0,R,SINR,,CQ,,0,2020-07-02,2020-07-07,2020-07-07,Y0Y0000000,11.38899994,0,2020-07-02 0:00:00,43.90069962,43.90069962,499.980011,Transaction Date Correction,Y,342008,16709106,ONLINE,Retail,0,SIP,307403263,ARN-23017,,0,1
12204,4228582,16365236,63342139,91042351023,TS,GP,0,P,SIN,,CQ,Axis Bank LTD.,0,2020-07-02,2020-07-03,2020-07-03,Y0Y0000000,11.38899994,0,2020-07-02 0:00:00,43.90069962,43.90069962,499.980011,Existing Folio with SIP,Y,342008,16709106,ONLINE,Retail,0,SIP,307402297,ARN-23017,,0,1
12205,4090292,13038675,142697750,91042888765,TS,DG,0,P,STPOR,,,,0,2022-03-29,2022-04-04,2022-04-04,Y0Y0000000,13.39299965,0,2022-03-29 0:00:00,74.66490173,74.66490173,1000.01001,Switch in date to modify,Y,248001,16905348,ONLINE,Retail,0,LUMP SUM,309211560,000000-0,,0,1
12206,4090292,13038675,142697750,91042888765,TS,DG,0,R,STPO,,,,0,2022-03-29,2022-03-30,2022-03-30,Y0Y0000000,13.39299965,0,2022-03-29 0:00:00,74.66490173,74.66490173,1000.01001,,Y,248001,16905348,ONLINE,Retail,0,LUMP SUM,309211818,000000-0,,0,1
12207,4165155,65319280,144269708,91044377506,AF,GP,0,P,LTOFR,,,,0,2022-03-29,2022-04-02,2022-04-04,00Y0000000,3260,0,2022-03-29 0:00:00,42.72999954,42.72999954,139300,Switch IN date to modify,Y,388540,16907800,ONLINE,Retail,0,LUMP SUM,309138095,ARN-67263,,0,1
12208,4165155,65160516,144269708,91044377506,AF,GP,0,R,LTOF,,,,0,2022-03-29,2022-03-30,2022-03-30,00Y0000000,3260,0,2022-03-29 0:00:00,42.72999954,42.72999954,139300,,Y,388540,16868220,ONLINE,Retail,0,LUMP SUM,309043702,ARN-67263,,0,1
12209,4228161,37339812,141399940,91045266522,AF,GP,0,R,SINR,LPS,CQ,,0,2022-03-10,2022-03-16,2022-03-17,00Y0000000,60.23799896,0,2022-03-10 0:00:00,41.5,41.5,2499.879883,BSE unable to deliver the units and returned the units in AMC RED A/c on 15/03/2022,Y,723101,16562242,ONLINE,Retail,0,SIP,305661533,ARN-3087,,0,1
12210,4228161,37339812,141399940,91045266522,AF,GP,0,P,SIN,LPS,CQ,HDFC BANK,0,2022-03-10,2022-03-11,2022-03-11,00Y0000000,60.23799896,0,2022-03-10 0:00:00,41.5,41.5,2499.879883,,Y,723101,16542452,ONLINE,Retail,0,SIP,305159356,ARN-3087,,0,1
12211,4090292,15571077,95524729,91045421293,TS,DG,0,R,SINR,ISIP,IS,,0,2021-06-03,2022-03-25,2022-03-25,0,20.92499924,0,2021-06-07 0:00:00,71.68209839,71.68209839,1499.930054,Late Return - Amount Refunded on 02/07/2021,Y,396191,16710206,ONLINE,Retail,0,SIP,307508622,000000-0,,0,1
12212,4090292,15571077,95524727,91045421293,TS,DG,0,R,SINR,ISIP,IS,,0,2021-06-07,2022-03-25,2022-03-25,0,20.92499924,0,2021-06-08 0:00:00,71.68199921,71.68199921,1499.930054,Late Return - Amount Refunded on 02/07/2021,Y,396191,16710206,ONLINE,Retail,0,SIP,307508621,000000-0,,0,1
12213,4090292,15571077,95524727,91045421293,TS,DG,0,P,SIN,ISIP,CQ,SBIU,0,2021-06-07,2021-06-09,2021-06-09,0,20.92499924,0,2021-06-08 0:00:00,71.68199921,71.68199921,1499.930054,,Y,396191,16710206,ONLINE,Retail,0,SIP,307501201,000000-0,,0,1
